🇨🇳丨央视,#genre#
河南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.229:5146?Cf=cfss.cc
河南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.17:5146?Cf=cfss.cc
云南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.253.43.100:5146?Cf=cfss.cc
重庆卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.162:5146?Cf=cfss.cc
重庆卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.182:5146?Cf=cfss.cc
河北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.214:5146?Cf=cfss.cc
河北卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.0.148:5146?Cf=cfss.cc
东南卫视[1920*1080],http://nas147.myds.me:8888/rtp/239.77.1.104:5146?Cf=cfss.cc
湖南卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.132:8012
东方卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.136:8032
浙江卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.137:8036
江苏卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.135:8028
北京卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.241:8000
深圳卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.134:8020
广东卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.142:8048
安徽卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.211:8064
天津卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.141:1234
重庆卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.122:8160
山东卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.209:8052
黑龙江卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.133:8016
河北卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.148:8072
辽宁卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.210:8056
湖北卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.138:8044
吉林卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.240:8172
贵州卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.149:8076
东南卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.156:8148
江西卫视[1920*1080],http://114.249.18.134:4022/rtp/239.3.1.123:8164

北京卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000272103.m3u8
东方卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292403.m3u8
天津卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927003.m3u8
重庆卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000297803.m3u8
黑龙江卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293903.m3u8
辽宁卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000281303.m3u8
河北卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293403.m3u8
山东卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294803.m3u8
安徽卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000298003.m3u8
河南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296103.m3u8
湖北卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294503.m3u8
湖南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000296203.m3u8
江西卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294103.m3u8
江苏卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295603.m3u8
浙江卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295503.m3u8
东南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292503.m3u8
广东卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292703.m3u8
深圳卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000292203.m3u8
广西卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000294203.m3u8
贵州卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000293303.m3u8
四川卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000295003.m3u8
新疆卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2019927403.m3u8
海南卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/hlslive-tx-cdn.ysp.cctv.cn/ysp/2000291503.m3u8
兵团卫视[1920*1080],http://183.204.13.13/1.v.smtcdns.net/mobilelive-ds.ysp.cctv.cn/ysp/2022606701.m3u8
北京卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=bjws
东方卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=dfws
浙江卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=zjws
江苏卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=jsws
山东卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=sdws
安徽卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=ahws
广东卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=gdws
天津卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=tjws
东南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=dnws
河北卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hbws
河南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hnws
辽宁卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=lnws
黑龙江卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hljws
深圳卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=szws
湖北卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=fbws
江西卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=jxws
重庆卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=cqws
四川卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=scws
海南卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=hinws
新疆卫视[1920*1080],http://61.158.166.45:1301/newysp.php?id=xjws






NewTV高清,#genre#
NewTV爱情喜剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225669/index.m3u8
NewTV超级电视剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
NewTV超级电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225717/index.m3u8
NewTV超级体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV超级综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225714/index.m3u8
NewTV潮妈辣婆[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
NewTV东北热剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
NewTV动作电影[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
NewTV海外剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225671/index.m3u8
NewTV欢乐剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
NewTV金牌综艺[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225666/index.m3u8
NewTV惊悚悬疑[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225665/index.m3u8
NewTV精品大剧[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225670/index.m3u8
NewTV精品纪录[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225672/index.m3u8
NewTV精品萌宠[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226505/index.m3u8
NewTV精品体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
NewTV军旅剧场[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225676/index.m3u8
NewTV军事评论[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225668/index.m3u8
NewTV明星大片[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225664/index.m3u8
NewTV农业致富[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225683/index.m3u8
NewTV武搏世界[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225680/index.m3u8
NewTV中国功夫[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225681/index.m3u8

📡综合,#genre#
湖北影视[1920*1080],http://[2409:8087:4c0a:22:1::11]:6410/170000001115/UmaiCHAN6380728abccd2/index.m3u8?AuthInfo=9kOOdBn7MFF%2F2bWjKgahUUAdKgLqNB5aOAUhcp5CeNKU1xiiKGJYFBZK9RpEkaggogtHJZW6nJQqLppbEYE%2BqJ9kJW%2FMvKldfS2dCii9VSI
黑莓电影[1920*1080],http://[2409:8087:1a0b:df::4014]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
黑莓动画[1920*1080],http://[2409:8087:1a01:df::7005]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225662/index.m3u8
黑莓电影[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225743/index.m3u8
欢乐剧场[1920*1080],http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
咪咕视频[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226124/index.m3u8
咪咕视频[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226147/index.m3u8
咪咕视频[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226398/index.m3u8
咪咕视频[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226469/index.m3u8
咪咕视频[[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226472/index.m3u8

🇨🇳｜体育,#genre#
NewTV超级体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
NewTV精品体育[1920*1080],http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225674/index.m3u8
安徽体育[1920*1080],http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3.flv
安徽综艺体育[1920*1080],http://112.30.194.221:20080/live/c41f112b83f644ddb082669501c8ecd3/hls.m3u8
超级体育[1920*1080],http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225715/index.m3u8
国外体育6[1920*1080],http://dmitwlvvll.cdn.mangomolo.com/dubaisportshd/smil:dubaisportshd.smil/chunklist_b1600000.m3u8
纬来篮球[1920*1080],http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来篮球[1920*1080],https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育[1920*1080],http://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130
纬来体育[1920*1080],https://cloud.yumixiu768.com/tmp/123.m3u8
纬来体育[1920*1080],https://hls.szsummer.cn/live/446035/playlist.m3u8?k=32f9ec7c13e4b390289143a8e1b2a898&t=1840341130


